title,author,goodreads_url,cover_url,avg_rating,num_ratings,year_published,shelf
The Pride of Noonlay (Paperback),Shanice Ndlovu,https://www.goodreads.com/book/show/56136885-the-pride-of-noonlay,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606899948l/56136885._SX50_.jpg,4.2,15.0,,african-fantasy
A Year Without a Winter (Paperback),Dehlia Hannah,https://www.goodreads.com/book/show/36915226-a-year-without-a-winter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546038038l/36915226._SX50_.jpg,,,,african-fantasy
How Long 'til Black Future Month? (Hardcover),N.K. Jemisin,https://www.goodreads.com/book/show/40855636-how-long-til-black-future-month,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535169689l/40855636._SX50_.jpg,4.27,18456.0,2018.0,african-fantasy
The Gatekeeper's Staff: An Old Gods Story (TJ Young & The Orishas #1),Antoine Bandele,https://www.goodreads.com/book/show/55421124-the-gatekeeper-s-staff,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600722075l/55421124._SY75_.jpg,4.36,560.0,2021.0,african-fantasy
Griots: A Sword and Soul Anthology (Paperback),Milton J. Davis,https://www.goodreads.com/book/show/12394951-griots,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348150875l/12394951._SX50_.jpg,,,,african-fantasy
"A Dance for the Gods (The Last Warrior King Series, #2)",E.O. Odiase,https://www.goodreads.com/book/show/55160645-a-dance-for-the-gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1598706736l/55160645._SY75_.jpg,4.13,60.0,2021.0,african-fantasy
Afar (Paperback),Leila del Duca,https://www.goodreads.com/book/show/30796084-afar,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467135144l/30796084._SY75_.jpg,3.71,1826.0,2017.0,african-fantasy
Butterfly Fish (Hardcover),Irenosen Okojie,https://www.goodreads.com/book/show/25730083-butterfly-fish,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434359358l/25730083._SY75_.jpg,3.46,179.0,2014.0,african-fantasy
Astonishing the Gods (Paperback),Ben Okri,https://www.goodreads.com/book/show/215178.Astonishing_the_Gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923169l/215178._SY75_.jpg,3.53,1556.0,1995.0,african-fantasy
"Sweep of Stars (Astra Black, #1)",Maurice Broaddus,https://www.goodreads.com/book/show/57693363-sweep-of-stars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639950498l/57693363._SY75_.jpg,3.35,282.0,2022.0,african-fantasy
"Wild Seed (Patternist, #1)",Octavia E. Butler,https://www.goodreads.com/book/show/52318.Wild_Seed,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388462753l/52318._SY75_.jpg,4.2,40570.0,1980.0,african-fantasy
Mulatako T1,Reine Dibussi,https://www.goodreads.com/book/show/40015192-mulatako-t1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525172660l/40015192._SX50_.jpg,4.38,8.0,,african-fantasy
"The Home Crowd Advantage (Rivers of London, #1.5)",Ben Aaronovitch,https://www.goodreads.com/book/show/23471484-the-home-crowd-advantage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1723478249l/23471484._SX50_.jpg,3.82,2278.0,2014.0,african-fantasy
Tales from the Folly: A Rivers of London Short Story Collection (Kindle Edition),Ben Aaronovitch,https://www.goodreads.com/book/show/54289642-tales-from-the-folly,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593267789l/54289642._SY75_.jpg,4.02,10489.0,2020.0,african-fantasy
"Rebel Sisters (War Girls, #2)",Tochi Onyebuchi,https://www.goodreads.com/book/show/52167568-rebel-sisters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583537914l/52167568._SY75_.jpg,3.78,444.0,2020.0,african-fantasy
Black From the Future: A Collection of Black Speculative Writing (Paperback),Stephanie Andrea Allen,https://www.goodreads.com/book/show/45173943-black-from-the-future,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555678101l/45173943._SY75_.jpg,,,,african-fantasy
Blonde Roots (Hardcover),Bernardine Evaristo,https://www.goodreads.com/book/show/4045950-blonde-roots,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348897705l/4045950._SY75_.jpg,3.6,9157.0,2008.0,african-fantasy
Dominion: An Anthology of Speculative Fiction from Africa and the African Diaspora (Kindle Edition),Zelda Knight,https://www.goodreads.com/book/show/53257232-dominion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588702657l/53257232._SY75_.jpg,,,,african-fantasy
Master of Poisons (Kindle Edition),Andrea Hairston,https://www.goodreads.com/book/show/49189334-master-of-poisons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580914500l/49189334._SY75_.jpg,3.34,1138.0,2020.0,african-fantasy
Aurion - Vol. 1: Legacy of The Kori-Odan - Chapters 00 to 08 (Aurion: Legacy of The Kori-Odan),KIROO GAMES,https://www.goodreads.com/book/show/51507396-aurion---vol-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568512119l/51507396._SX50_SY75_.jpg,4.6,5.0,,african-fantasy
"By Sea & Sky: An Esowon Story (The Sky Pirate Chronicles, #1)",Antoine Bandele,https://www.goodreads.com/book/show/51069298-by-sea-sky,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581151996l/51069298._SY75_.jpg,3.62,202.0,2020.0,african-fantasy
"Tristan Strong Punches a Hole in the Sky (Tristan Strong, #1)",Kwame Mbalia,https://www.goodreads.com/book/show/39884337-tristan-strong-punches-a-hole-in-the-sky,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549350938l/39884337._SX50_.jpg,4.16,10855.0,2019.0,african-fantasy
"The Tropic of Serpents (The Memoirs of Lady Trent, #2)",Marie Brennan,https://www.goodreads.com/book/show/17910078-the-tropic-of-serpents,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372990377l/17910078._SX50_.jpg,4.02,16113.0,2014.0,african-fantasy
"Harrow the Ninth (The Locked Tomb, #2)",Tamsyn Muir,https://www.goodreads.com/book/show/39325105-harrow-the-ninth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602323622l/39325105._SY75_.jpg,4.29,91684.0,2020.0,african-fantasy
The Onyx Crown (Kindle Edition),Alan  Hurst,https://www.goodreads.com/book/show/44164360-the-onyx-crown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551418463l/44164360._SX50_.jpg,4.59,59.0,,african-fantasy
Kabu Kabu (Paperback),Nnedi Okorafor,https://www.goodreads.com/book/show/17864397-kabu-kabu,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371042788l/17864397._SY75_.jpg,3.99,1834.0,2013.0,african-fantasy
The Dreamblood Duology (Kindle Edition),N.K. Jemisin,https://www.goodreads.com/book/show/29808317-the-dreamblood-duology,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1688464309l/29808317._SY75_.jpg,4.42,2110.0,2016.0,african-fantasy
Freshwater (Hardcover),Akwaeke Emezi,https://www.goodreads.com/book/show/35412372-freshwater,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500884500l/35412372._SY75_.jpg,4.01,37326.0,2018.0,african-fantasy
The Icarus Girl (Paperback),Helen Oyeyemi,https://www.goodreads.com/book/show/139724.The_Icarus_Girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320554010l/139724._SY75_.jpg,3.64,5588.0,2005.0,african-fantasy
One Week One Trouble (Paperback),Anezi Okoro,https://www.goodreads.com/book/show/36557564-one-week-one-trouble,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510140774l/36557564._SY75_.jpg,3.91,94.0,1972.0,african-fantasy
Half of a Yellow Sun (Hardcover),Chimamanda Ngozi Adichie,https://www.goodreads.com/book/show/18749.Half_of_a_Yellow_Sun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934717l/18749._SX50_.jpg,4.34,187145.0,2006.0,african-fantasy
Purple Hibiscus (Paperback),Chimamanda Ngozi Adichie,https://www.goodreads.com/book/show/14569052-purple-hibiscus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527718322l/14569052._SY75_.jpg,4.18,146455.0,2003.0,african-fantasy
Anansi Boys (Mass Market Paperback),Neil Gaiman,https://www.goodreads.com/book/show/2744.Anansi_Boys,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479778049l/2744._SY75_.jpg,4.04,230385.0,2005.0,african-fantasy
Copper Sun (Hardcover),Sharon M. Draper,https://www.goodreads.com/book/show/90420.Copper_Sun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347621809l/90420._SY75_.jpg,4.36,17336.0,2006.0,african-fantasy
"The Ear, the Eye, and the Arm (Mass Market Paperback)",Nancy Farmer,https://www.goodreads.com/book/show/633270.The_Ear_the_Eye_and_the_Arm,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348531082l/633270._SY75_.jpg,3.87,16426.0,1994.0,african-fantasy
A Girl Named Disaster (Hardcover),Nancy Farmer,https://www.goodreads.com/book/show/133775.A_Girl_Named_Disaster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328868787l/133775._SY75_.jpg,3.84,5260.0,1996.0,african-fantasy
Remote Control (Kindle Edition),Nnedi Okorafor,https://www.goodreads.com/book/show/34215764-remote-control,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587580886l/34215764._SY75_.jpg,3.85,19301.0,2021.0,african-fantasy
"Daughter of the Moon Goddess (The Celestial Kingdom, #1)",Sue Lynn Tan,https://www.goodreads.com/book/show/57789637-daughter-of-the-moon-goddess,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627686439l/57789637._SX50_.jpg,4.06,131705.0,2022.0,asian-fantasy
The Girl Who Fell Beneath the Sea (Hardcover),Axie Oh,https://www.goodreads.com/book/show/56978100-the-girl-who-fell-beneath-the-sea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1616788834l/56978100._SY75_.jpg,4.08,98549.0,2022.0,asian-fantasy
"The Poppy War (The Poppy War, #1)",R.F. Kuang,https://www.goodreads.com/book/show/35068705-the-poppy-war,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515691735l/35068705._SY75_.jpg,4.16,511530.0,2018.0,asian-fantasy
"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,https://www.goodreads.com/book/show/53457092-six-crimson-cranes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603387427l/53457092._SY75_.jpg,4.17,106735.0,2021.0,asian-fantasy
"A Magic Steeped in Poison (The Book of Tea, #1)",Judy I. Lin,https://www.goodreads.com/book/show/56978089-a-magic-steeped-in-poison,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620317227l/56978089._SX50_.jpg,3.81,37380.0,2022.0,asian-fantasy
"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,https://www.goodreads.com/book/show/48727813-she-who-became-the-sun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625048838l/48727813._SY75_.jpg,3.83,96038.0,2021.0,asian-fantasy
"Spin the Dawn (The Blood of Stars, #1)",Elizabeth Lim,https://www.goodreads.com/book/show/42815556-spin-the-dawn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542674036l/42815556._SY75_.jpg,3.97,65365.0,2019.0,asian-fantasy
"Song of Silver, Flame Like Night (Song of the Last Kingdom, #1)",Amélie Wen Zhao,https://www.goodreads.com/book/show/58303740-song-of-silver-flame-like-night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661410548l/58303740._SX50_.jpg,3.76,14586.0,2023.0,asian-fantasy
"Jade City (The Green Bone Saga, #1)",Fonda Lee,https://www.goodreads.com/book/show/43587154-jade-city,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547625704l/43587154._SY75_.jpg,4.06,117089.0,2017.0,asian-fantasy
"The Dragon Republic (The Poppy War, #2)",R.F. Kuang,https://www.goodreads.com/book/show/41212753-the-dragon-republic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540305594l/41212753._SY75_.jpg,4.34,232798.0,2019.0,asian-fantasy
The Sword of Kaigen (Kindle Edition),M.L. Wang,https://www.goodreads.com/book/show/41886271-the-sword-of-kaigen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1702907961l/41886271._SX50_.jpg,4.43,100347.0,2019.0,asian-fantasy
"Iron Widow (Iron Widow, #1)",Xiran Jay Zhao,https://www.goodreads.com/book/show/52459864-iron-widow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1710540125l/52459864._SY75_.jpg,4.01,111855.0,2021.0,asian-fantasy
"The Dragon's Promise (Six Crimson Cranes, #2)",Elizabeth Lim,https://www.goodreads.com/book/show/53457102-the-dragon-s-promise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1645616383l/53457102._SY75_.jpg,3.77,37080.0,2022.0,asian-fantasy
"Heart of the Sun Warrior (The Celestial Kingdom, #2)",Sue Lynn Tan,https://www.goodreads.com/book/show/60461898-heart-of-the-sun-warrior,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659405649l/60461898._SY75_.jpg,3.99,50613.0,2022.0,asian-fantasy
"The Burning God (The Poppy War, #3)",R.F. Kuang,https://www.goodreads.com/book/show/45857086-the-burning-god,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584965579l/45857086._SY75_.jpg,4.27,180360.0,2020.0,asian-fantasy
Descendant of the Crane (Paperback),Joan He,https://www.goodreads.com/book/show/58578700-descendant-of-the-crane,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642406969l/58578700._SX50_.jpg,3.62,12423.0,2019.0,asian-fantasy
"Strike the Zither (Kingdom of Three, #1)",Joan He,https://www.goodreads.com/book/show/59440716-strike-the-zither,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650746057l/59440716._SY75_.jpg,3.7,5612.0,2022.0,asian-fantasy
A Song to Drown Rivers (Hardcover),Ann Liang,https://www.goodreads.com/book/show/203578730-a-song-to-drown-rivers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1727713627l/203578730._SY75_.jpg,3.85,37667.0,2024.0,asian-fantasy
"The Empress of Salt and Fortune (The Singing Hills Cycle, #1)",Nghi Vo,https://www.goodreads.com/book/show/51190882-the-empress-of-salt-and-fortune,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565188992l/51190882._SX50_SY75_.jpg,3.9,46428.0,2020.0,asian-fantasy
"The Scarlet Alchemist (The Scarlet Alchemist, #1)",Kylie Lee Baker,https://www.goodreads.com/book/show/66098770-the-scarlet-alchemist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1676055441l/66098770._SY75_.jpg,4.01,9103.0,2023.0,asian-fantasy
"Unravel the Dusk  (The Blood of Stars, #2)",Elizabeth Lim,https://www.goodreads.com/book/show/36683940-unravel-the-dusk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673729065l/36683940._SY75_.jpg,3.76,28671.0,2020.0,asian-fantasy
Her Radiant Curse (Paperback),Elizabeth Lim,https://www.goodreads.com/book/show/66092846-her-radiant-curse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677696561l/66092846._SY75_.jpg,4.16,11543.0,2023.0,asian-fantasy
"These Violent Delights (These Violent Delights, #1)",Chloe Gong,https://www.goodreads.com/book/show/50892212-these-violent-delights,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580958058l/50892212._SY75_.jpg,3.79,171303.0,2020.0,asian-fantasy
"Shadow of the Fox (Shadow of the Fox, #1)",Julie Kagawa,https://www.goodreads.com/book/show/36672988-shadow-of-the-fox,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525104599l/36672988._SY75_.jpg,4.0,25772.0,2018.0,asian-fantasy
Jade Fire Gold (Hardcover),June C.L. Tan,https://www.goodreads.com/book/show/56645963-jade-fire-gold,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612195866l/56645963._SY75_.jpg,3.68,10763.0,2021.0,asian-fantasy
"Wicked Fox (Gumiho, #1)",Kat Cho,https://www.goodreads.com/book/show/42133479-wicked-fox,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561485441l/42133479._SX50_.jpg,3.74,18618.0,2019.0,asian-fantasy
A Crane Among Wolves (Kindle Edition),June Hur,https://www.goodreads.com/book/show/180633984-a-crane-among-wolves,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1691262563l/180633984._SY75_.jpg,3.95,16189.0,2024.0,asian-fantasy
"A Venom Dark and Sweet (The Book of Tea, #2)",Judy I. Lin,https://www.goodreads.com/book/show/48506393-a-venom-dark-and-sweet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631517611l/48506393._SY75_.jpg,3.6,15785.0,2022.0,asian-fantasy
"The Night Ends with Fire (The Dragon Spirit, #1)",K.X. Song,https://www.goodreads.com/book/show/201129898-the-night-ends-with-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1717503808l/201129898._SY75_.jpg,3.78,18485.0,2024.0,asian-fantasy
"Of Jade and Dragons (Fall of the Dragon, #1)",Amber Chen,https://www.goodreads.com/book/show/199087657-of-jade-and-dragons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1695390321l/199087657._SY75_.jpg,3.67,5691.0,2024.0,asian-fantasy
"Girls of Paper and Fire (Girls of Paper and Fire, #1)",Natasha Ngan,https://www.goodreads.com/book/show/34433755-girls-of-paper-and-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518109125l/34433755._SX50_.jpg,3.8,59335.0,2018.0,asian-fantasy
"The God and the Gumiho (Fate's Thread, #1)",Sophie   Kim,https://www.goodreads.com/book/show/198563688-the-god-and-the-gumiho,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1705714476l/198563688._SY75_.jpg,4.05,11757.0,2024.0,asian-fantasy
Song of the Six Realms (Hardcover),Judy I. Lin,https://www.goodreads.com/book/show/172979755-song-of-the-six-realms,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1693592112l/172979755._SY75_.jpg,3.55,5885.0,2024.0,asian-fantasy
The Girl with No Reflection (Kindle Edition),Keshe Chow,https://www.goodreads.com/book/show/201785804-the-girl-with-no-reflection,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1767745587l/201785804._SY75_.jpg,3.22,4398.0,2024.0,asian-fantasy
"To Gaze Upon Wicked Gods (Gods Beyond the Skies, #1)",Molly X. Chang,https://www.goodreads.com/book/show/186872482-to-gaze-upon-wicked-gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1689939924l/186872482._SY75_.jpg,3.4,7904.0,2024.0,asian-fantasy
Immortal (Hardcover),Sue Lynn Tan,https://www.goodreads.com/book/show/211642122-immortal,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1723043112l/211642122._SY75_.jpg,3.8,16899.0,2025.0,asian-fantasy
"The Floating World (The Floating World, #1)",Axie Oh,https://www.goodreads.com/book/show/215149209-the-floating-world,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1725143648l/215149209._SY75_.jpg,3.78,9316.0,2025.0,asian-fantasy
"The Jasmine Throne (The Burning Kingdoms, #1)",Tasha Suri,https://www.goodreads.com/book/show/50523477-the-jasmine-throne,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603885729l/50523477._SY75_.jpg,4.09,39637.0,2021.0,asian-fantasy
"The Black Tides of Heaven (Tensorate, #1)",Neon Yang,https://www.goodreads.com/book/show/33099588-the-black-tides-of-heaven,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634814752l/33099588._SY75_.jpg,3.69,13738.0,2017.0,asian-fantasy
"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,https://www.goodreads.com/book/show/18952341-the-grace-of-kings,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1743119277l/18952341._SY75_.jpg,3.8,30319.0,2015.0,asian-fantasy
"Stormdancer (The Lotus Wars, #1)",Jay Kristoff,https://www.goodreads.com/book/show/10852343-stormdancer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337359560l/10852343._SY75_.jpg,3.79,18871.0,2012.0,asian-fantasy
"Forest of a Thousand Lanterns (Rise of the Empress, #1)",Julie C. Dao,https://www.goodreads.com/book/show/33958230-forest-of-a-thousand-lanterns,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496338822l/33958230._SY75_.jpg,3.7,10455.0,2017.0,asian-fantasy
The Poet Empress (Hardcover),Shen Tao,https://www.goodreads.com/book/show/231127166-the-poet-empress,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1765467685l/231127166._SX50_.jpg,4.44,15478.0,2026.0,asian-fantasy
A Forgery of Fate (Kindle Edition),Elizabeth Lim,https://www.goodreads.com/book/show/219446158-a-forgery-of-fate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1729804079l/219446158._SX50_.jpg,4.17,9729.0,2025.0,asian-fantasy
"Tales of the Celestial Kingdom (The Celestial Kingdom, #2.5)",Sue Lynn Tan,https://www.goodreads.com/book/show/150351878-tales-of-the-celestial-kingdom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1691088274l/150351878._SY75_.jpg,4.04,10687.0,2024.0,asian-fantasy
A Thousand Steps into Night (Kindle Edition),Traci Chee,https://www.goodreads.com/book/show/55948826-a-thousand-steps-into-night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1605814723l/55948826._SY75_.jpg,3.77,6544.0,2022.0,asian-fantasy
"Jade War (The Green Bone Saga, #2)",Fonda Lee,https://www.goodreads.com/book/show/41716919-jade-war,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537885614l/41716919._SY75_.jpg,4.38,59750.0,2019.0,asian-fantasy
"Zhara (Guardians of Dawn, #1)",S. Jae-Jones,https://www.goodreads.com/book/show/36241527-zhara,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663771078l/36241527._SY75_.jpg,3.5,4003.0,2023.0,asian-fantasy
"Fathomfolk (Drowned World, #1)",Eliza Chan,https://www.goodreads.com/book/show/173404001-fathomfolk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698825331l/173404001._SY75_.jpg,3.15,4665.0,2024.0,asian-fantasy
"A Bright Heart (A Bright Heart, #1)",Kate Chenli,https://www.goodreads.com/book/show/123361932-a-bright-heart,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687017375l/123361932._SX50_.jpg,3.75,2585.0,2023.0,asian-fantasy
The Water Outlaws (Hardcover),S.L. Huang,https://www.goodreads.com/book/show/61884755-the-water-outlaws,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663597469l/61884755._SY75_.jpg,3.78,4422.0,2023.0,asian-fantasy
"The Keeper of Night (The Keeper of Night, #1)",Kylie Lee Baker,https://www.goodreads.com/book/show/56030267-the-keeper-of-night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1613417856l/56030267._SY75_.jpg,3.6,10784.0,2021.0,asian-fantasy
"Heavenly Tyrant (Iron Widow, #2)",Xiran Jay Zhao,https://www.goodreads.com/book/show/52934483-heavenly-tyrant,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666660910l/52934483._SY75_.jpg,3.77,15605.0,2024.0,asian-fantasy
The Order of the Pure Moon Reflected in Water (ebook),Zen Cho,https://www.goodreads.com/book/show/45166076-the-order-of-the-pure-moon-reflected-in-water,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568236063l/45166076._SY75_.jpg,3.6,7455.0,2020.0,asian-fantasy
The Fox Wife (Hardcover),Yangsze Choo,https://www.goodreads.com/book/show/127278666-the-fox-wife,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1688161442l/127278666._SY75_.jpg,3.98,30946.0,2024.0,asian-fantasy
Water Moon (Hardcover),Samantha Sotto Yambao,https://www.goodreads.com/book/show/211479192-water-moon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1713235038l/211479192._SY75_.jpg,3.78,53553.0,2025.0,asian-fantasy
"Dark Star Burning, Ash Falls White (Song of the Last Kingdom, #2)",Amélie Wen Zhao,https://www.goodreads.com/book/show/58303745-dark-star-burning-ash-falls-white,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687719562l/58303745._SY75_.jpg,3.84,4644.0,2024.0,asian-fantasy
The Red Palace (Hardcover),June Hur,https://www.goodreads.com/book/show/56978115-the-red-palace,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1616437004l/56978115._SY75_.jpg,4.12,17835.0,2022.0,asian-fantasy
"Last of the Talons (Talons, #1)",Sophie   Kim,https://www.goodreads.com/book/show/124940565-last-of-the-talons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1710960687l/124940565._SY75_.jpg,3.85,2133.0,2022.0,asian-fantasy
"Jade Legacy (The Green Bone Saga, #3)",Fonda Lee,https://www.goodreads.com/book/show/51057191-jade-legacy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565294729l/51057191._SX50_SY75_.jpg,4.61,48058.0,2021.0,asian-fantasy
"The Drowning Faith (The Poppy War, #2.5)",R.F. Kuang,https://www.goodreads.com/book/show/55927316-the-drowning-faith,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1662824730l/55927316._SX50_.jpg,4.5,30434.0,2020.0,asian-fantasy
"Flame in the Mist (Flame in the Mist, #1)",Renée Ahdieh,https://www.goodreads.com/book/show/23308087-flame-in-the-mist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476724612l/23308087._SY75_.jpg,3.85,48580.0,2017.0,asian-fantasy
"Across the Nightingale Floor (Tales of the Otori, #1)",Lian Hearn,https://www.goodreads.com/book/show/77160.Across_the_Nightingale_Floor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438630231l/77160._SY75_.jpg,4.06,45849.0,2002.0,asian-fantasy
"He Who Drowned the World (The Radiant Emperor, #2)",Shelley Parker-Chan,https://www.goodreads.com/book/show/63132362-he-who-drowned-the-world,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1675980231l/63132362._SY75_.jpg,4.2,16210.0,2023.0,asian-fantasy
The Last Dragon of the East (Paperback),Katrina Kwan,https://www.goodreads.com/book/show/207298738-the-last-dragon-of-the-east,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1708066044l/207298738._SY75_.jpg,3.65,2187.0,2024.0,asian-fantasy
The Ghost Bride (Hardcover),Yangsze Choo,https://www.goodreads.com/book/show/16248223-the-ghost-bride,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356671808l/16248223._SX50_.jpg,3.81,37989.0,2013.0,asian-fantasy
"The Scorpion and the Night Blossom (The Three Realms, #1)",Amélie Wen Zhao,https://www.goodreads.com/book/show/210234399-the-scorpion-and-the-night-blossom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1721045388l/210234399._SY75_.jpg,3.73,5324.0,2025.0,asian-fantasy
"Red Winter (Red Winter Trilogy, #1)",Annette Marie,https://www.goodreads.com/book/show/31829155-red-winter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473668941l/31829155._SY75_.jpg,4.28,13689.0,2016.0,asian-fantasy
